chr	start	strand	ConMethReadCount	ConUMethReadCount	DisReadCount	NAReadCount
chr1	2253850	+	2	8	6	2
chr1	2253865	+	2	8	6	2
chr1	2253874	+	2	8	6	2
chr1	2253881	+	2	8	6	0
chr1	2253884	+	2	7	4	0
chr1	2253958	+	0	0	0	12
chr1	2253979	+	0	0	0	12
chr1	2254081	+	0	0	0	37
chr1	2254099	+	0	0	0	37
chr1	2254103	+	0	0	0	28
chr1	2254288	+	0	0	0	41
chr1	2254291	+	0	0	0	40
chr1	2254308	+	0	0	0	41
chr1	2254592	+	0	0	0	27
chr1	2254624	+	0	0	0	27
chr1	2255436	+	0	0	0	26
chr1	2255441	+	0	0	0	26
chr1	2255925	+	0	0	0	69
chr1	2255932	+	0	0	0	68
chr1	2255959	+	0	0	0	61
chr1	2256029	+	0	0	0	32
chr1	2256032	+	0	0	0	31
chr1	2256420	+	0	0	0	30
chr1	2256433	+	0	0	0	30
chr1	2256453	+	0	0	0	28
chr1	2259762	+	0	0	0	10
chr1	2259780	+	0	0	0	10
chr1	2259906	+	0	0	0	23
chr1	2259971	+	0	0	0	22
chr1	2259977	+	0	0	0	22
chr1	2263590	+	0	0	0	16
chr1	2263617	+	0	0	0	16
chr1	2263662	+	0	0	0	33
chr1	2263665	+	0	0	0	32
chr1	2263794	+	0	0	0	14
chr1	2263816	+	0	0	0	12
chr1	2263897	+	0	0	0	22
chr1	2263927	+	0	0	0	23
chr1	2264697	+	0	0	0	12
chr1	2266552	+	7	2	2	1
chr1	2266563	+	7	2	2	1
chr1	2266566	+	7	2	2	1
chr1	2266579	+	7	2	2	0
chr1	2269502	+	0	0	0	42
chr1	2270444	+	0	0	0	45
chr1	2270474	+	0	0	0	45
chr1	2271522	+	0	0	0	39
chr1	2271531	+	0	0	0	39
chr1	2272463	+	0	0	0	41
chr1	2272491	+	0	0	0	41
chr1	2274854	+	3	1	6	0
chr1	2274864	+	3	1	6	0
chr1	2274871	+	3	1	6	0
chr1	2274884	+	3	1	6	0
chr1	2275202	+	0	0	0	13
chr1	2276014	+	0	0	0	35
chr1	2276956	+	0	0	0	59
chr1	2276969	+	0	0	0	55
chr1	2278264	+	0	0	0	17
chr1	2279581	+	0	0	0	38
chr1	2279611	+	0	0	0	38
chr1	2279931	+	0	0	0	42
chr1	2279945	+	0	0	0	42
chr1	2279947	+	0	0	0	42
chr1	2282541	+	0	0	0	32
chr1	2282546	+	0	0	0	32
chr1	2282555	+	0	0	0	32
chr1	2284902	+	0	0	0	32
chr1	2284915	+	0	0	0	32
chr1	2284921	+	0	0	0	32
chr1	2284993	+	0	0	0	11
chr1	2285115	+	0	0	0	50
chr1	2285124	+	0	0	0	50
chr1	2286452	+	0	0	0	31
chr1	2286464	+	0	0	0	31
chr1	2286715	+	0	0	0	23
chr1	2286724	+	0	0	0	23
chr1	2287110	+	0	0	0	27
chr1	2287127	+	0	0	0	27
chr1	2287183	+	0	0	0	11
chr1	2287217	+	0	0	0	11
chr1	2287294	+	0	0	0	11
chr1	2287308	+	0	0	0	11
chr1	2287948	+	0	0	0	13
chr1	2288140	+	23	1	5	0
chr1	2288151	+	23	1	5	0
chr1	2288165	+	23	1	5	0
chr1	2288167	+	23	1	5	0
chr1	2288234	+	0	0	0	26
chr1	2288373	+	0	0	0	11
chr1	2288397	+	0	0	0	11
chr1	2288405	+	0	0	0	11
chr1	2290142	+	0	0	0	31
chr1	2290146	+	0	0	0	31
chr1	2290152	+	0	0	0	31
chr1	2290218	+	0	0	0	39
chr1	2290236	+	0	0	0	39
chr1	2290610	+	0	0	0	51
chr1	2304467	+	0	0	0	43
chr1	2304498	+	0	0	0	43
chr1	2307117	+	0	0	0	81
chr1	2307194	+	0	0	0	38
chr1	2307278	+	0	0	0	44
chr1	2307309	+	0	0	0	43
chr1	2307796	+	21	0	10	4
chr1	2307805	+	21	0	10	4
chr1	2307811	+	21	0	10	4
chr1	2307829	+	21	0	10	0
chr1	2308171	+	0	0	0	40
chr1	2309417	+	0	0	0	28
chr1	2309440	+	0	0	0	28
chr1	2309896	+	0	0	0	23
chr1	2309916	+	0	0	0	23
chr1	2310022	+	0	0	0	53
chr1	2310034	+	0	0	0	53
chr1	2310056	+	0	0	0	52
chr1	2311489	+	0	0	0	40
chr1	2313195	+	0	0	0	36
chr1	2313925	+	0	0	0	25
chr1	2313955	+	0	0	0	18
chr1	2316410	+	15	0	3	1
chr1	2316431	+	15	0	3	1
chr1	2316434	+	15	0	3	0
chr1	2316437	+	15	0	3	0
chr1	2316442	+	13	0	3	0
chr1	2316472	+	32	2	8	0
chr1	2316482	+	32	2	8	0
chr1	2316485	+	32	2	8	0
chr1	2316488	+	32	2	8	0
chr1	2316500	+	30	2	8	0
chr1	2318837	+	32	0	9	4
chr1	2318850	+	32	0	9	4
chr1	2318863	+	32	0	9	4
chr1	2318870	+	32	0	9	0
chr1	2322374	+	0	0	0	10
chr1	2322381	+	0	0	0	10
chr1	2322404	+	0	0	0	10
chr1	2322508	+	0	0	0	21
chr1	2323100	+	0	53	2	3
chr1	2323113	+	0	53	2	3
chr1	2323121	+	0	53	2	3
chr1	2323129	+	0	53	1	0
chr1	2323131	+	0	53	2	0
chr1	2323158	+	0	39	3	0
chr1	2323167	+	0	39	3	0
chr1	2323171	+	0	39	3	0
chr1	2323177	+	0	39	3	0
chr1	2323184	+	0	38	3	0
chr1	2323186	+	0	37	3	0
chr1	2323192	+	0	34	2	0
chr1	2323195	+	0	0	0	41
chr1	2323201	+	0	0	0	41
chr1	2323226	+	0	0	0	41
chr1	2323456	+	0	44	1	0
chr1	2323470	+	0	43	1	0
chr1	2323472	+	0	43	1	0
chr1	2323476	+	0	42	0	0
chr1	2323480	+	0	42	1	0
chr1	2323486	+	0	39	1	0
chr1	2323488	+	0	35	1	0
chr1	2323522	+	0	43	5	0
chr1	2323530	+	0	43	5	0
chr1	2323532	+	0	43	5	0
chr1	2323539	+	0	43	5	0
chr1	2323547	+	0	43	5	0
chr1	2323552	+	0	41	5	0
chr1	2323554	+	0	41	5	0
chr1	2323593	+	0	45	3	1
chr1	2323598	+	0	45	3	1
chr1	2323615	+	0	45	3	1
chr1	2323618	+	0	45	3	0
chr1	2333599	+	0	0	0	17
chr1	2333617	+	0	0	0	17
chr1	2333620	+	0	0	0	17
chr1	2333711	+	0	0	0	17
chr1	2333723	+	0	0	0	17
chr1	2333956	+	16	0	1	1
chr1	2333968	+	16	0	1	1
chr1	2333975	+	16	0	1	1
chr1	2333989	+	16	0	1	0
chr1	2337498	+	0	0	0	10
chr1	2337519	+	0	0	0	10
chr1	2339483	+	0	0	0	23
chr1	2341573	+	0	0	0	16
chr1	2342047	+	0	0	0	49
chr1	2342074	+	0	0	0	48
chr1	2343296	+	0	0	0	42
chr1	2343707	+	0	40	0	4
chr1	2343726	+	0	40	0	4
chr1	2343736	+	0	40	0	2
chr1	2343740	+	0	40	0	1
chr1	2343820	+	0	33	3	1
chr1	2343831	+	0	33	3	1
chr1	2343848	+	0	33	3	0
chr1	2343851	+	0	33	3	0
chr1	2343933	+	0	53	2	0
chr1	2343945	+	0	53	2	0
chr1	2343947	+	0	53	2	0
chr1	2343953	+	0	53	2	0
chr1	2343963	+	0	42	2	0
chr1	2343976	+	0	28	0	0
chr1	2343982	+	0	28	0	0
chr1	2343988	+	0	28	0	0
chr1	2343996	+	0	28	0	0
chr1	2344000	+	0	27	0	0
chr1	2344448	+	0	30	0	0
chr1	2344452	+	0	30	0	0
chr1	2344454	+	0	30	0	0
chr1	2344457	+	0	30	0	0
chr1	2344463	+	0	30	0	0
chr1	2344469	+	0	30	0	0
chr1	2344471	+	0	29	0	0
chr1	2344561	+	0	0	0	46
chr1	2344578	+	0	0	0	47
chr1	2344586	+	0	0	0	47
chr1	2344623	+	0	0	0	58
chr1	2344637	+	0	0	0	58
chr1	2344654	+	0	0	0	56
chr1	2346954	+	0	0	0	22
chr1	2346980	+	0	0	0	22
chr1	2347276	+	0	0	0	10
chr1	2347296	+	0	0	0	10
chr1	2348881	+	0	0	0	47
chr1	2348969	+	0	0	0	62
chr1	2348982	+	0	0	0	62
chr1	2349049	+	0	0	0	23
chr1	2349062	+	0	0	0	23
chr1	2349553	+	0	0	0	16
chr1	2349558	+	0	0	0	16
chr1	2349576	+	0	0	0	16
chr1	2349795	+	0	0	0	28
chr1	2350904	+	0	6	15	0
chr1	2350911	+	0	6	15	0
chr1	2350915	+	0	6	15	0
chr1	2350922	+	0	6	15	0
chr1	2351083	+	0	0	0	49
chr1	2351105	+	0	0	0	49
chr1	2357299	+	0	0	0	13
chr1	2357842	+	0	0	0	25
chr1	2357962	+	0	0	0	21
chr1	2357975	+	0	0	0	19
chr1	2357981	+	0	0	0	19
chr1	2358520	+	0	0	0	36
chr1	2358545	+	0	0	0	36
chr1	2359128	+	0	0	0	41
chr1	2359148	+	0	0	0	40
chr1	2359150	+	0	0	0	40
chr1	2359204	+	0	0	0	15
chr1	2359207	+	0	0	0	15
chr1	2359280	+	0	0	0	19
chr1	2359291	+	0	0	0	19
chr1	2359400	+	0	0	0	43
chr1	2359409	+	0	0	0	43
chr1	2359482	+	0	0	0	63
chr1	2359569	+	0	0	0	27
chr1	2359585	+	0	0	0	27
chr1	2359592	+	0	0	0	27
chr1	2360086	+	14	12	7	0
chr1	2360093	+	14	12	7	0
chr1	2360098	+	14	12	7	0
chr1	2360105	+	14	12	7	0
chr1	2360150	+	0	0	0	12
chr1	2360157	+	0	0	0	37
chr1	2360166	+	0	0	0	37
chr1	2360244	+	0	0	0	62
chr1	2360306	+	0	0	0	73
chr1	2360387	+	0	0	0	45
chr1	2361974	+	0	0	0	12
chr1	2362000	+	0	0	0	11
chr1	2362827	+	0	0	0	18
chr1	2364059	+	0	0	0	23
chr1	2364166	+	0	0	0	40
chr1	2364194	+	0	0	0	40
chr1	2364197	+	0	0	0	40
chr1	2364264	+	0	0	0	49
chr1	2364298	+	0	0	0	29
chr1	2365260	+	0	0	0	45
chr1	2365287	+	0	0	0	45
chr1	2365427	+	0	0	0	18
chr1	2365444	+	0	0	0	30
chr1	2365447	+	0	0	0	30
chr1	2366060	+	0	0	0	43
chr1	2366178	+	0	0	0	26
chr1	2366637	+	0	0	0	32
chr1	2366727	+	0	0	0	41
chr1	2371057	+	0	0	0	16
chr1	2371686	+	0	0	0	39
chr1	2371784	+	0	0	0	15
chr1	2371818	+	0	0	0	13
chr1	2372007	+	0	0	0	29
chr1	2372026	+	0	0	0	29
chr1	2372094	+	0	0	0	139
chr1	2372329	+	0	0	0	37
chr1	2372335	+	0	0	0	37
chr1	2372669	+	0	0	0	15
chr1	2374822	+	0	0	0	53
chr1	2374849	+	0	0	0	53
chr1	2374935	+	0	0	0	72
chr1	2374945	+	0	0	0	71
chr1	2374966	+	0	0	0	47
chr1	2375136	+	0	10	0	0
chr1	2375139	+	0	10	0	0
chr1	2375141	+	0	10	0	0
chr1	2375321	+	0	13	1	0
chr1	2375326	+	0	13	1	0
chr1	2375335	+	0	13	1	0
chr1	2375341	+	0	13	1	0
chr1	2375344	+	0	13	1	0
chr1	2375350	+	0	13	1	0
chr1	2375611	+	0	0	0	63
chr1	2375627	+	0	0	0	63
chr1	2375673	+	1	36	17	7
chr1	2375683	+	1	36	17	6
chr1	2375690	+	1	36	17	7
chr1	2375707	+	1	36	17	1
chr1	2375790	+	0	0	0	56
chr1	2375802	+	0	0	0	55
chr1	2375813	+	0	0	0	55
chr1	2375920	+	0	0	1	56
chr1	2375934	+	0	0	1	55
chr1	2377971	+	0	0	0	93
chr1	2378002	+	0	0	0	87
chr1	2379187	+	0	0	0	40
chr1	2379201	+	0	0	0	40
chr1	2379601	+	0	0	0	32
chr1	2379619	+	0	0	0	32
chr1	2379656	+	3	7	10	0
chr1	2379663	+	3	7	10	0
chr1	2379683	+	3	7	10	0
chr1	2379686	+	3	7	10	0
chr1	2379690	+	3	6	10	0
chr1	2382636	+	0	0	0	14
chr1	2382640	+	0	0	0	13
chr1	2383205	+	0	0	0	32
chr1	2383221	+	0	0	0	32
chr1	2383264	+	0	0	0	24
chr1	2383272	+	0	0	0	24
chr1	2383687	+	0	0	0	70
chr1	2383705	+	0	0	0	70
chr1	2384304	+	0	0	0	88
chr1	2385471	+	0	0	0	30
chr1	2385480	+	0	0	0	30
chr1	2385498	+	0	0	0	30
chr1	2386633	+	0	0	0	34
chr1	2386648	+	0	0	0	34
chr1	2386666	+	0	0	0	33
chr1	2387219	+	0	0	0	48
chr1	2387230	+	0	0	0	48
chr1	2388488	+	0	0	0	18
chr1	2388507	+	0	0	0	18
chr1	2388519	+	0	0	0	18
chr1	2389624	+	0	0	0	28
chr1	2389638	+	0	0	0	29
chr1	2389835	+	0	0	0	23
chr1	2389924	+	0	0	0	13
chr1	2389931	+	0	0	0	13
chr1	2389948	+	0	0	0	12
chr1	2389984	+	0	0	0	26
chr1	2390411	+	0	0	0	18
chr1	2390422	+	0	0	0	18
chr1	2390721	+	0	0	0	11
chr1	2391153	+	0	0	0	11
chr1	2391272	+	5	2	8	0
chr1	2391276	+	5	2	8	0
chr1	2391282	+	5	2	8	0
chr1	2391285	+	5	2	8	0
chr1	2391357	+	5	11	5	0
chr1	2391366	+	5	11	5	0
chr1	2391379	+	5	11	5	0
chr1	2391386	+	5	11	5	0
chr1	2391478	+	0	0	0	36
chr1	2391502	+	0	0	0	36
chr1	2391837	+	0	0	0	48
chr1	2395316	+	0	0	0	56
chr1	2396624	+	0	0	0	33
chr1	2396728	+	0	0	0	50
chr1	2396755	+	0	0	0	50
chr1	2398798	+	0	0	0	22
chr1	2398826	+	0	0	0	21
chr1	2399054	+	0	0	0	26
chr1	2399194	+	0	0	0	73
chr1	2399226	+	0	0	0	72
chr1	2399796	+	0	0	0	90
chr1	2399810	+	0	0	0	90
chr1	2399821	+	0	0	0	88
chr1	2402861	+	0	0	0	13
chr1	2402978	+	0	0	0	16
chr1	2403699	+	8	1	6	0
chr1	2403712	+	8	1	6	0
chr1	2403716	+	8	1	6	0
chr1	2403719	+	8	1	6	0
chr1	2405160	+	0	0	0	15
chr1	2405502	+	0	0	0	36
chr1	2405576	+	0	0	0	22
chr1	2405602	+	0	0	0	22
chr1	2405638	+	0	0	0	34
chr1	2405654	+	0	0	0	34
chr1	2405720	+	0	0	0	43
chr1	2405728	+	0	0	0	43
chr1	2405739	+	0	0	0	43
chr1	2406637	+	0	0	0	47
chr1	2406733	+	0	0	0	24
chr1	2407849	+	0	0	0	15
chr1	2407878	+	0	0	0	15
chr1	2408012	+	0	0	0	33
chr1	2408019	+	0	0	0	33
chr1	2408517	+	0	0	0	25
chr1	2408536	+	0	0	0	25
chr1	2408779	+	0	0	0	24
chr1	2408865	+	0	0	0	17
chr1	2408894	+	0	0	0	17
chr1	2409487	+	0	0	0	26
chr1	2409520	+	0	0	0	26
chr1	2409558	+	0	0	0	10
chr1	2409701	+	0	0	0	15
chr1	2411083	+	0	0	0	29
chr1	2411098	+	0	0	0	29
chr1	2411366	+	7	1	4	1
chr1	2411375	+	7	1	4	1
chr1	2411378	+	7	1	4	1
chr1	2411394	+	7	1	4	1
chr1	2411397	+	7	1	4	1
chr1	2415965	+	0	0	0	34
chr1	2417359	+	0	0	0	51
chr1	2417384	+	0	0	0	49
chr1	2417393	+	0	0	0	41
chr1	2423158	+	0	0	0	16
chr1	2423167	+	0	0	0	16
chr1	2424114	+	10	6	9	0
chr1	2424119	+	10	6	9	0
chr1	2424121	+	10	6	9	0
chr1	2424140	+	10	6	9	0
chr1	2424147	+	8	6	7	0
chr1	2424244	+	0	0	0	50
chr1	2424275	+	0	0	0	50
chr1	2426234	+	0	0	0	35
chr1	2426333	+	23	0	14	0
chr1	2426346	+	23	0	14	0
chr1	2426355	+	23	0	14	0
chr1	2426360	+	23	0	14	0
chr1	2426363	+	23	0	14	0
chr1	2426991	+	0	0	0	49
chr1	2427005	+	0	0	0	49
chr1	2428080	+	0	0	0	10
chr1	2428256	+	29	0	9	0
chr1	2428259	+	29	0	8	0
chr1	2428267	+	29	0	9	0
chr1	2428270	+	29	0	9	0
chr1	2428288	+	26	0	9	0
chr1	2428333	+	0	0	0	16
chr1	2428336	+	0	0	0	16
chr1	2428347	+	0	0	0	16
chr1	2429848	+	0	0	0	29
chr1	2429948	+	0	0	0	17
chr1	2429963	+	0	0	0	17
chr1	2429980	+	0	0	0	17
chr1	2430024	+	0	0	0	22
chr1	2430055	+	0	0	0	22
chr1	2430057	+	0	0	0	22
chr1	2430343	+	0	0	0	54
chr1	2430479	+	0	0	0	25
chr1	2430509	+	0	0	0	23
chr1	2431286	+	0	0	0	18
chr1	2432008	+	9	0	12	0
chr1	2432013	+	9	0	12	0
chr1	2432015	+	9	0	12	0
chr1	2432025	+	9	0	12	0
chr1	2432030	+	9	0	12	0
chr1	2432033	+	9	0	12	0
chr1	2432509	+	0	0	0	21
chr1	2433043	+	0	0	0	16
chr1	2433060	+	0	0	0	16
chr1	2433158	+	0	0	0	41
chr1	2433167	+	0	0	0	41
chr1	2433226	+	0	0	0	55
chr1	2433641	+	21	0	11	0
chr1	2433649	+	21	0	11	0
chr1	2433659	+	21	0	11	0
chr1	2433668	+	21	0	11	0
chr1	2433671	+	20	0	11	0
chr1	2433675	+	20	0	11	0
chr1	2433723	+	0	0	0	66
chr1	2433743	+	0	0	0	66
chr1	2433829	+	17	1	8	0
chr1	2433835	+	17	1	8	0
chr1	2433845	+	17	1	8	0
chr1	2433855	+	17	1	8	0
chr1	2433919	+	0	0	0	49
chr1	2433937	+	0	0	0	49
chr1	2434017	+	0	0	0	37
chr1	2434046	+	0	0	0	37
chr1	2434064	+	0	0	0	30
chr1	2434116	+	0	0	0	48
chr1	2434215	+	0	0	0	61
chr1	2434225	+	0	0	0	60
chr1	2434238	+	0	0	0	61
chr1	2434266	+	0	0	0	27
chr1	2435100	+	0	0	0	20
chr1	2435108	+	0	0	0	20
chr1	2435203	+	0	0	0	56
chr1	2435215	+	0	0	0	56
chr1	2435236	+	0	0	0	44
chr1	2435512	+	0	0	0	68
chr1	2436369	+	0	0	0	29
chr1	2436455	+	0	0	0	26
chr1	2436461	+	0	0	0	26
chr1	2436476	+	0	0	0	26
chr1	2436834	+	0	0	0	45
chr1	2436855	+	0	0	0	45
chr1	2437658	+	0	0	0	61
chr1	2437677	+	0	0	0	61
chr1	2437687	+	0	0	0	61
chr1	2438032	+	0	0	0	41
chr1	2438037	+	0	0	0	41
chr1	2438385	+	0	0	0	58
chr1	2438874	+	0	0	0	30
chr1	2440270	+	17	0	2	0
chr1	2440282	+	17	0	2	0
chr1	2440291	+	17	0	2	0
chr1	2440303	+	17	0	2	0
chr1	2442727	+	0	0	0	16
chr1	2442734	+	0	0	0	16
chr1	2445774	+	0	0	0	39
chr1	2446066	+	0	0	0	20
chr1	2446073	+	0	0	0	20
chr1	2446404	+	0	0	0	53
chr1	2446497	+	0	0	0	17
chr1	2446513	+	0	0	0	17
chr1	2446989	+	0	0	0	10
chr1	2447003	+	0	0	0	10
chr1	2447669	+	0	0	0	25
chr1	2447686	+	0	0	0	25
chr1	2447720	+	0	0	0	48
chr1	2447734	+	0	0	0	48
chr1	2447790	+	39	0	11	1
chr1	2447815	+	39	0	11	1
chr1	2447817	+	39	0	11	1
chr1	2447823	+	39	0	11	0
chr1	2447853	+	0	0	0	20
chr1	2447878	+	0	0	0	20
chr1	2447881	+	0	0	0	20
chr1	2448138	+	0	0	0	43
chr1	2448153	+	0	0	0	43
chr1	2449042	+	0	0	0	52
chr1	2449058	+	0	0	0	52
chr1	2449074	+	0	0	0	48
chr1	2449506	+	0	0	0	55
chr1	2449527	+	0	0	0	55
chr1	2449577	+	0	0	0	39
chr1	2449582	+	0	0	0	39
chr1	2452152	+	0	0	0	49
chr1	2452167	+	0	0	0	49
chr1	2452185	+	0	0	0	43
chr1	2453162	+	63	0	9	2
chr1	2453171	+	63	0	9	2
chr1	2453179	+	63	0	9	2
chr1	2453189	+	63	0	9	0
chr1	2455133	+	13	3	8	6
chr1	2455146	+	13	3	8	6
chr1	2455158	+	13	3	8	0
chr1	2455160	+	13	3	8	0
chr1	2455226	+	0	0	0	62
chr1	2455248	+	0	0	0	62
chr1	2457523	+	0	44	2	0
chr1	2457528	+	0	44	2	0
chr1	2457539	+	0	44	2	0
chr1	2457548	+	0	44	2	0
chr1	2457603	+	0	63	1	1
chr1	2457623	+	0	63	1	1
chr1	2457627	+	0	63	1	1
chr1	2457629	+	0	63	1	0
chr1	2457631	+	0	63	1	0
chr1	2457851	+	0	29	1	0
chr1	2457854	+	0	29	1	0
chr1	2457859	+	0	29	1	0
chr1	2457863	+	0	29	1	0
chr1	2457869	+	0	29	1	0
chr1	2457876	+	0	28	1	0
chr1	2457878	+	0	29	1	0
chr1	2458039	+	0	0	0	37
chr1	2458069	+	0	0	0	36
chr1	2458151	+	0	50	4	10
chr1	2458166	+	0	50	4	10
chr1	2458170	+	0	50	4	10
chr1	2458180	+	0	50	4	0
chr1	2460813	+	0	31	2	0
chr1	2460818	+	0	30	2	0
chr1	2460822	+	0	31	2	0
chr1	2460825	+	0	31	2	0
chr1	2460828	+	0	31	2	0
chr1	2460836	+	0	29	2	0
chr1	2460904	+	0	36	1	4
chr1	2460918	+	0	36	1	4
chr1	2460928	+	0	36	1	4
chr1	2460934	+	0	36	1	0
chr1	2461001	+	0	30	1	0
chr1	2461004	+	0	30	1	0
chr1	2461021	+	0	30	1	0
chr1	2461025	+	0	27	1	0
chr1	2461027	+	0	30	1	0
chr1	2461030	+	0	28	1	0
chr1	2461034	+	0	11	0	0
chr1	2461040	+	0	0	0	16
chr1	2461047	+	0	0	0	16
chr1	2461171	+	0	21	2	0
chr1	2461174	+	0	21	2	0
chr1	2461177	+	0	21	2	0
chr1	2461180	+	0	21	2	0
chr1	2461183	+	0	21	2	0
chr1	2461192	+	0	21	2	0
chr1	2461200	+	0	21	2	0
chr1	2461202	+	0	21	2	0
chr1	2461205	+	0	15	0	0
chr1	2461238	+	0	8	4	0
chr1	2461243	+	0	8	4	0
chr1	2461245	+	0	8	4	0
chr1	2461256	+	0	8	4	0
chr1	2461261	+	0	8	4	0
chr1	2461263	+	0	8	4	0
chr1	2461530	+	0	0	1	39
chr1	2461534	+	0	0	1	39
chr1	2461551	+	0	0	0	39
chr1	2461643	+	1	49	4	0
chr1	2461647	+	1	49	4	0
chr1	2461652	+	1	49	4	0
chr1	2461657	+	1	49	4	0
chr1	2461661	+	1	49	4	0
chr1	2461665	+	1	49	4	0
chr1	2461667	+	1	49	4	0
chr1	2461705	+	4	34	6	0
chr1	2461711	+	4	34	6	0
chr1	2461713	+	4	34	6	0
chr1	2461715	+	4	33	6	0
chr1	2461718	+	4	34	6	0
chr1	2461721	+	4	34	6	0
chr1	2461734	+	4	34	6	0
chr1	2461736	+	3	34	6	0
chr1	2461762	+	4	28	5	0
chr1	2461766	+	4	28	5	0
chr1	2461769	+	4	28	5	0
chr1	2461771	+	4	28	5	0
chr1	2461775	+	4	28	5	0
chr1	2461788	+	4	28	5	0
chr1	2461790	+	4	26	5	0
chr1	2461823	+	1	0	0	67
chr1	2461834	+	1	0	0	67
chr1	2461838	+	0	0	0	67
chr1	2462339	+	0	0	0	27
chr1	2462364	+	0	0	0	27
chr1	2462373	+	0	0	0	26
chr1	2462989	+	0	0	0	29
chr1	2462999	+	0	0	0	29
chr1	2463136	+	0	0	0	11
chr1	2463151	+	0	0	0	11
chr1	2464123	+	0	0	0	45
chr1	2464154	+	0	0	0	45
chr1	2464327	+	0	0	0	19
chr1	2464357	+	0	0	0	19
chr1	2467204	+	0	0	0	24
chr1	2467211	+	0	0	0	24
chr1	2467557	+	0	0	0	41
chr1	2467570	+	0	0	0	41
chr1	2472023	+	0	0	0	51
chr1	2472096	+	4	16	11	2
chr1	2472101	+	4	16	11	2
chr1	2472126	+	4	16	11	2
chr1	2472128	+	4	16	11	0
chr1	2472413	+	1	28	4	0
chr1	2472425	+	1	28	4	0
chr1	2472427	+	1	28	4	0
chr1	2472443	+	1	28	4	0
chr1	2472503	+	0	15	7	0
chr1	2472507	+	0	15	7	0
chr1	2472529	+	0	15	7	0
chr1	2472531	+	0	14	7	0
chr1	2472536	+	0	14	7	0
chr1	2474539	+	0	0	0	36
chr1	2475112	+	0	0	0	26
chr1	2475138	+	0	0	0	27
chr1	2475222	+	0	0	0	29
chr1	2475252	+	0	0	0	27
chr1	2476468	+	0	0	0	58
chr1	2476498	+	0	0	0	38
chr1	2477457	+	0	0	0	15
chr1	2477594	+	0	0	0	40
chr1	2477607	+	0	0	0	40
chr1	2477623	+	0	0	0	40
chr1	2477720	+	0	0	0	52
chr1	2477733	+	0	0	0	49
chr1	2477739	+	0	0	0	52
chr1	2477774	+	0	40	3	2
chr1	2477778	+	0	40	3	2
chr1	2477788	+	0	40	3	2
chr1	2477805	+	0	40	3	0
chr1	2478052	+	0	24	1	1
chr1	2478055	+	0	24	1	0
chr1	2478064	+	0	24	1	1
chr1	2478073	+	0	24	1	1
chr1	2478166	+	0	35	1	0
chr1	2478171	+	0	35	1	0
chr1	2478174	+	0	32	1	0
chr1	2478180	+	0	34	1	0
chr1	2478183	+	0	35	1	0
chr1	2478185	+	0	35	1	0
chr1	2478233	+	0	0	0	33
chr1	2478250	+	0	0	0	33
chr1	2478296	+	0	0	0	92
chr1	2478307	+	0	0	0	92
chr1	2478327	+	0	0	0	91
chr1	2478576	+	0	0	0	19
chr1	2478579	+	0	0	0	19
chr1	2478627	+	0	0	0	48
chr1	2478634	+	0	0	0	48
chr1	2478653	+	0	0	0	48
chr1	2478666	+	0	0	0	43
chr1	2478672	+	0	0	0	43
chr1	2478696	+	0	0	0	43
chr1	2485722	+	0	0	0	35
chr1	2485734	+	0	0	0	38
chr1	2486273	+	0	0	0	22
chr1	2486286	+	0	0	0	22
chr1	2487285	+	0	0	0	63
chr1	2487751	+	0	0	0	73
chr1	2487784	+	0	0	0	68
chr1	2488454	+	0	0	0	58
chr1	2489926	+	0	0	0	14
chr1	2489938	+	0	0	0	14
chr1	2490008	+	0	0	0	13
chr1	2490081	+	0	0	0	12
chr1	2490088	+	0	0	0	12
chr1	2490187	+	0	0	0	12
chr1	2490219	+	0	0	0	11
chr1	2491090	+	0	0	0	12
chr1	2491219	+	0	0	0	26
chr1	2491228	+	0	0	0	26
chr1	2491282	+	0	0	0	31
chr1	2491305	+	0	0	0	31
chr1	2491308	+	0	0	0	31
chr1	2493788	+	0	0	0	36
chr1	2493794	+	0	0	0	36
chr1	2493877	+	0	0	0	26
chr1	2493891	+	0	0	0	26
chr1	2493902	+	0	0	0	25
chr1	2496056	+	0	0	0	17
chr1	2496070	+	0	0	0	18
chr1	2501163	+	0	0	0	91
chr1	2501227	+	0	0	0	66
chr1	2501233	+	0	0	0	66
chr1	2501237	+	0	0	0	66
chr1	2507666	+	0	0	0	60
chr1	2507675	+	0	0	0	60
chr1	2507700	+	0	0	0	52
chr1	2507907	+	0	0	0	32
chr1	2507910	+	0	0	0	32
chr1	2514619	+	0	0	0	14
chr1	2517280	+	0	0	0	33
chr1	2517297	+	0	0	0	33
chr1	2518143	+	0	38	2	0
chr1	2518148	+	0	37	2	0
chr1	2518154	+	0	37	2	0
chr1	2518160	+	0	37	2	0
chr1	2518168	+	0	33	2	0
chr1	2518176	+	0	35	2	0
chr1	2518298	+	0	39	6	10
chr1	2518317	+	0	39	6	10
chr1	2518321	+	0	39	6	10
chr1	2518332	+	0	39	6	0
chr1	2518395	+	0	32	2	0
chr1	2518403	+	0	32	2	0
chr1	2518410	+	0	32	2	0
chr1	2518417	+	0	32	2	0
chr1	2518419	+	0	32	2	0
chr1	2518437	+	0	15	1	6
chr1	2518441	+	0	15	1	6
chr1	2518452	+	0	15	1	6
